Question	Answer
Quiero ser española	Vale.
Quiero ser paseadora de perros	Vale.
Quiero ser cuentista	Vale.
Me gustaría ser enfermera	Vale.
Soy americano	Vale.
Quiero ser ingeniero	Vale.
Quiero ser mecánico	Vale.
Quiero ser mecánica	Vale.
Quiero ser monitora de gimnasio	Vale.
Quiero ser boxeador	Vale.
Quiero ser boxeadora	Vale.
Quiero ser guionista	Vale.
Quiero ser enfermero	Vale.
Quiero ser economista	Vale.
Quiero ser albañil	Vale.
Quiero ser fontanero	Vale.
Quiero ser conductor	Vale.
Quiero ser conductor de autobús	Vale.
Quiero ser camionera	Vale.
Quiero ser camionero	Vale.
Soy secretario	Vale.
Quiero ser enfermera	Vale.
Quiero ser de izquierdas	Vale.
Soy de centro	Vale.
Soy astronauta	Vale.
Soy piloto	Vale.
Soy ciclista	Vale.
Soy tenista	Vale.
Soy jugador de baloncesto	Vale.
Quiero ser de derechas	Vale.
Quiero ser ingeniera	Vale.
Quiero ser comunista	Vale.
Quiero ser policía	Vale.
Quiero ser cocinero	Vale.
Quiero ser cocinera	Vale.
Quiero ser ama de casa	Vale.
Quiero ser camarero	Vale.
Quiero ser camarera	Vale.
Quiero ser de centro	Vale.
Quiero ser procurador	Vale.
Quiero ser taxista	Vale.
Quiero ser informático	Vale.
Quiero ser manager	Vale.
Quiero ser jefe	Vale.
Quiero ser jefa	Vale.
Quiero ser juez	Vale.
Quiero ser tendera	Vale.
Quiero ser abogada	Vale.
Quiero ser tendero	Vale.
Quiero ser procuradora	Vale.
Quiero ser notario	Vale.
Quiero ser notaria	Vale.
Quiero ser limpiadora	Vale.
Quiero ser director	Vale.
Quiero ser paseador de perros	Vale.
Quiero ser abogado	Vale.
Quiero ser pintora	Vale.
Quiero ser arquitecta	Vale.
Quiero ser dibujante	Vale.
Quiero ser auxiliar	Vale.
Quiero ser auxiliar de enfermería	Vale.
Quiero ser veterinario	Vale.
Quiero ser informática	Vale.
Quiero ser pintor	Vale.
Soy secretaria	Vale.
Quiero ser asistente personal	Vale.
Quiero ser oftalmólogo	Vale.
Quiero ser oftalmóloga	Vale.
Quiero ser gestor	Vale.
Quiero ser gestora	Vale.
Quiero ser comercial	Vale.
Quiero ser veterinaria	Vale.
Soy taxista	Vale.
Soy veterinario	Vale.
Soy médico	Vale.
Soy albañil	Vale.
Soy fontanero	Vale.
Soy conductor	Vale.
Soy conductor de autobús	Vale.
Soy enfermera	Vale.
Soy camionero	Vale.
Soy boxeadora	Vale.
Soy ingeniero	Vale.
Soy ingeniera	Vale.
Soy arquitecto	Vale.
Soy arquitecta	Vale.
Soy dibujante	Vale.
Soy auxiliar	Vale.
Soy futbolista	Vale.
Soy camionera	Vale.
Soy camarera	Vale.
Soy de derechas	Vale.
Soy de izquierdas	Vale.
Soy comunista	Vale.
Soy policía	Vale.
Soy cocinero	Vale.
Soy cocinera	Vale.
Soy enfermero	Vale.
Soy camarero	Vale.
Soy veterinaria	Vale.
Soy economista	Vale.
Soy guionista	Vale.
Soy cuentista	Vale.
Soy mecánico	Vale.
Soy mecánica	Vale.
Soy monitora de gimnasio	Vale.
Soy boxeador	Vale.
Soy ama de casa	Vale.
Soy paseador de perros	Vale.
Soy auxiliar de enfermería	Vale.
Soy procurador	Vale.
Soy procuradora	Vale.
Soy notario	Vale.
Soy notaria	Vale.
Soy limpiadora	Vale.
Soy abogado	Vale.
Soy directora	Vale.
Soy juez	Vale.
Soy paseadora de perros	Vale.
Soy director de cine	Vale.
Soy actriz	Vale.
Soy actor	Vale.
Soy odontólogo	Vale.
Soy odontóloga	Vale.
Soy dentista	Vale.
Soy director	Vale.
Soy comercial	Vale.
Soy pintor	Vale.
Soy pintora	Vale.
Soy asistenta	Vale.
Soy asistente personal	Vale.
Soy oftalmólogo	Vale.
Soy oftalmóloga	Vale.
Soy abogada	Vale.
Soy gestora	Vale.
Quiero ser actriz	Vale.
Soy tendero	Vale.
Soy tendera	Vale.
Soy informática	Vale.
Soy informático	Vale.
Soy manager	Vale.
Soy jefe	Vale.
Soy jefa	Vale.
Soy gestor	Vale.
Soy deportista	Vale.
Soy español	Vale.
Soy española	Vale.
Soy belga	Vale.
Soy francés	Vale.
Soy francesa	Vale.
Me gustaría ser tenista	Vale.
Soy italiano	Vale.
Me gustaría ser ciclista	Vale.
Soy estadounidense	Vale.
Soy ruso	Vale.
Soy rusa	Vale.
Soy alemán	Vale.
Soy hindú	Vale.
Soy vegano	Vale.
Soy italiana	Vale.
Me gustaría ser odontólogo	Vale.
Me gustaría ser limpiadora	Vale.
Me gustaría ser director	Vale.
Me gustaría ser directora	Vale.
Me gustaría ser paseador de perros	Vale.
Me gustaría ser paseadora de perros	Vale.
Me gustaría ser director de cine	Vale.
Me gustaría ser jugador de baloncesto	Vale.
Me gustaría ser actor	Vale.
Soy animalista	Vale.
Me gustaría ser odontóloga	Vale.
Me gustaría ser dentista	Vale.
Me gustaría ser secretaria	Vale.
Me gustaría ser secretario	Vale.
Me gustaría ser futbolista	Vale.
Me gustaría ser astronauta	Vale.
Me gustaría ser piloto	Vale.
Me gustaría ser actriz	Vale.
Quiero ser rica	Vale.
Soy vegetariano	Vale.
Quiero ser vegetariano	Vale.
Quiero ser deportista	Vale.
Quiero ser animalista	Vale.
Quiero ser taurino	Vale.
Quiero ser antitaurino	Vale.
Quiero ser hindú	Vale.
Quiero ser listo	Vale.
Quiero ser alemán	Vale.
Me gustaría ser español	Vale.
Me gustaría ser española	Vale.
Me gustaría ser belga	Vale.
Me gustaría ser francés	Vale.
Me gustaría ser francesa	Vale.
Me gustaría ser italiana	Vale.
Soy rico	Vale.
Quiero ser inteligente	Vale.
Quiero ser francés	Vale.
Soy taurino	Vale.
Soy antitaurino	Vale.
Soy inteligente	Vale.
Soy listo	Vale.
Soy rica	Vale.
Quiero ser español	Vale.
Quiero ser vegano	Vale.
Quiero ser belga	Vale.
Me gustaría ser procuradora	Vale.
Quiero ser francesa	Vale.
Quiero ser italiana	Vale.
Quiero ser italiano	Vale.
Quiero ser americano	Vale.
Quiero ser estadounidense	Vale.
Quiero ser ruso	Vale.
Quiero ser rusa	Vale.
Me gustaría ser mecánico	Vale.
Me gustaría ser notaria	Vale.
Me gustaría ser cocinera	Vale.
Me gustaría ser ama de casa	Vale.
Me gustaría ser camarero	Vale.
Me gustaría ser camarera	Vale.
Me gustaría ser economista	Vale.
Me gustaría ser policía	Vale.
Me gustaría ser cuentista	Vale.
Me gustaría ser comunista	Vale.
Me gustaría ser mecánica	Vale.
Me gustaría ser monitora de gimnasio	Vale.
Me gustaría ser boxeadora	Vale.
Me gustaría ser enfermero	Vale.
Me gustaría ser médico	Vale.
Me gustaría ser guionista	Vale.
Quiero ser astronauta	Vale.
Quiero ser rico	Vale.
Quiero ser actor	Vale.
Quiero ser odontólogo	Vale.
Quiero ser odontóloga	Vale.
Quiero ser dentista	Vale.
Quiero ser secretaria	Vale.
Me gustaría ser cocinero	Vale.
Quiero ser futbolista	Vale.
Me gustaría ser conductor	Vale.
Quiero ser piloto	Vale.
Quiero ser ciclista	Vale.
Quiero ser tenista	Vale.
Quiero ser jugador de baloncesto	Vale.
Me gustaría ser de centro	Vale.
Me gustaría ser de derechas	Vale.
Me gustaría ser de izquierdas	Vale.
Quiero ser secretario	Vale.
Me gustaría ser manager	Vale.
Me gustaría ser oftalmóloga	Vale.
Me gustaría ser gestor	Vale.
Me gustaría ser gestora	Vale.
Me gustaría ser comercial	Vale.
Me gustaría ser tendero	Vale.
Me gustaría ser tendera	Vale.
Me gustaría ser albañil	Vale.
Me gustaría ser informático	Vale.
Me gustaría ser asistenta	Vale.
Me gustaría ser jefe	Vale.
Me gustaría ser jefa	Vale.
Me gustaría ser juez	Vale.
Me gustaría ser abogado	Vale.
Me gustaría ser abogada	Vale.
Me gustaría ser procurador	Vale.
Quiero ser director de cine	Vale.
Me gustaría ser informática	Vale.
Me gustaría ser dibujante	Vale.
Me gustaría ser notario	Vale.
Me gustaría ser conductor de autobús	Vale.
Me gustaría ser camionera	Vale.
Me gustaría ser camionero	Vale.
Me gustaría ser taxista	Vale.
Me gustaría ser ingeniero	Vale.
Me gustaría ser ingeniera	Vale.
Me gustaría ser oftalmólogo	Vale.
Me gustaría ser arquitecta	Vale.
Me gustaría ser asistente personal	Vale.
Me gustaría ser auxiliar	Vale.
Me gustaría ser auxiliar de enfermería	Vale.
Me gustaría ser veterinario	Vale.
Me gustaría ser veterinaria	Vale.
Me gustaría ser pintor	Vale.
Me gustaría ser pintora	Vale.
Me gustaría ser fontanero	Vale.
Me gustaría ser arquitecto	Vale.
Soy cachondo	Es bueno saberlo.
Eso pretendía ser una gracia	Es bueno saberlo.
Estoy muy bromista	Es bueno saberlo.
Eso era un pitorreo	Es bueno saberlo.
Ha sido una ganasada	Es bueno saberlo.
Es una bufonada	Es bueno saberlo.
Eso pretendía ser una broma	Es bueno saberlo.
Eso ha sido una vacilada	Es bueno saberlo.
Estoy muy vacilona hoy	Es bueno saberlo.
Estoy súper graciosa hoy	Es bueno saberlo.
Eso era divertido	Es bueno saberlo.
Eso es una gracia	Es bueno saberlo.
Eso era un chiste	Es bueno saberlo.
Eso era una tontería	Es bueno saberlo.
Eso era una mofa	Es bueno saberlo.
Eso era una bufonada	Es bueno saberlo.
Eso era una broma	Es bueno saberlo.
Eso era cómico	Es bueno saberlo.
Eso es una vacilada	Es bueno saberlo.
Eso era una guasa	Es bueno saberlo.
Eso era un vacile	Es bueno saberlo.
Eso era una trastada	Es bueno saberlo.
Eso era una inocentada	Es bueno saberlo.
Eso era una vacilada	Es bueno saberlo.
Eso era gracioso	Es bueno saberlo.
Eso es gracioso	Es bueno saberlo.
Ha sido una mofa	Es bueno saberlo.
Eso ha sido una ganasada	Es bueno saberlo.
Eso ha sido una gracia	Es bueno saberlo.
Eso es un chiste	Es bueno saberlo.
Eso es una tontería	Es bueno saberlo.
Eso es una mofa	Es bueno saberlo.
Eso es una ganasada	Es bueno saberlo.
Eso es una broma	Es bueno saberlo.
Eso es un pitorreo	Es bueno saberlo.
Eso es cómico	Es bueno saberlo.
Eso es divertido	Es bueno saberlo.
Eso es una guasa	Es bueno saberlo.
Eso es un vacile	Es bueno saberlo.
Eso es una trastada	Es bueno saberlo.
Eso es una inocentada	Es bueno saberlo.
Eso pretendía ser un chiste	Es bueno saberlo.
Eso es una bufonada	Es bueno saberlo.
Eso pretendía que fuera una trastada	Es bueno saberlo.
Eso era una ganasada	Es bueno saberlo.
Eso pretendía que fuera una bufonada	Es bueno saberlo.
Eso pretendía que fuera una broma	Es bueno saberlo.
Eso pretendía que fuera gracioso	Es bueno saberlo.
Eso pretendía que fuera cómico	Es bueno saberlo.
Eso pretendía que fuera divertido	Es bueno saberlo.
Eso pretendía que fuera una tontería	Es bueno saberlo.
Eso pretendía que fuera un vacile	Es bueno saberlo.
Eso pretendía que fuera un chiste	Es bueno saberlo.
Eso pretendía que fuera una inocentada	Es bueno saberlo.
Eso pretendía que fuera una vacilada	Es bueno saberlo.
Eso pretendía que fuera un pitorreo	Es bueno saberlo.
Eso pretendía que fuera una ganasada	Es bueno saberlo.
Eso pretendía que fuera una gracia	Es bueno saberlo.
Ha sido un chiste	Es bueno saberlo.
Era broma	Es bueno saberlo.
Eso pretendía que fuera una guasa	Es bueno saberlo.
Eso pretendía ser una guasa	Es bueno saberlo.
Eso ha sido una inocentada	Es bueno saberlo.
Eso pretendía ser una tontería	Es bueno saberlo.
Eso pretendía ser una mofa	Es bueno saberlo.
Eso pretendía ser una bufonada	Es bueno saberlo.
Eso pretendía ser gracioso	Es bueno saberlo.
Eso pretendía que fuera una mofa	Es bueno saberlo.
Eso pretendía ser divertido	Es bueno saberlo.
Eso era una gracia	Es bueno saberlo.
Eso pretendía ser un vacile	Es bueno saberlo.
Eso pretendía ser una trastada	Es bueno saberlo.
Eso pretendía ser una inocentada	Es bueno saberlo.
Eso pretendía ser una vacilada	Es bueno saberlo.
Eso pretendía ser un pitorreo	Es bueno saberlo.
Eso pretendía ser una ganasada	Es bueno saberlo.
Eso pretendía ser cómico	Es bueno saberlo.
Soy muy cachondo	Es bueno saberlo.
Soy bromista	Es bueno saberlo.
Soy cachonda	Es bueno saberlo.
Soy cachondo mental	Es bueno saberlo.
Soy cachonda mental	Es bueno saberlo.
Soy gracioso	Es bueno saberlo.
Eso ha sido un pitorreo	Es bueno saberlo.
Soy muy bromista	Es bueno saberlo.
Soy una cachonda mental	Es bueno saberlo.
Soy muy cachonda	Es bueno saberlo.
Soy muy cachondo mental	Es bueno saberlo.
Soy muy cachonda mental	Es bueno saberlo.
Soy muy gracioso	Es bueno saberlo.
Soy muy graciosa	Es bueno saberlo.
Soy súper bromista	Es bueno saberlo.
Soy graciosa	Es bueno saberlo.
Te estaba gastando una broma	Es bueno saberlo.
Que era broma	Es bueno saberlo.
¡Que era broma!	Es bueno saberlo.
Que era una broma	Es bueno saberlo.
¡Que era una broma!	Es bueno saberlo.
Te estoy tomando el pelo	Es bueno saberlo.
Te tomo el pelo	Es bueno saberlo.
Soy una graciosa	Es bueno saberlo.
Me gusta tomarte el pelo	Es bueno saberlo.
Soy un gracioso	Es bueno saberlo.
Te estoy gastando una broma	Es bueno saberlo.
Soy un bromista	Es bueno saberlo.
Soy una bromista	Es bueno saberlo.
Soy un cachondo	Es bueno saberlo.
Soy una cachonda	Es bueno saberlo.
Soy un cachondo mental	Es bueno saberlo.
Soy súper cachondo mental	Es bueno saberlo.
Te estaba tomando el pelo	Es bueno saberlo.
Eso ha sido una bufonada	Es bueno saberlo.
Soy súper cachondo	Es bueno saberlo.
Estoy de pitorreo	Es bueno saberlo.
Estoy haciendo el payaso	Es bueno saberlo.
Estoy haciendo el tonto	Es bueno saberlo.
Estoy haciendo chistes	Es bueno saberlo.
Eso ha sido un chiste	Es bueno saberlo.
Estoy de guasa	Es bueno saberlo.
Eso ha sido una mofa	Es bueno saberlo.
Estoy haciendo una gracia	Es bueno saberlo.
Eso ha sido una broma	Es bueno saberlo.
Eso ha sido gracioso	Es bueno saberlo.
Eso ha sido cómico	Es bueno saberlo.
Eso ha sido divertido	Es bueno saberlo.
Eso ha sido una guasa	Es bueno saberlo.
Eso ha sido un vacile	Es bueno saberlo.
Eso ha sido una trastada	Es bueno saberlo.
Eso ha sido una tontería	Es bueno saberlo.
Soy de lo más cachonda mental	Es bueno saberlo.
Ha sido una bufonada	Es bueno saberlo.
Soy súper cachonda mental	Es bueno saberlo.
Soy súper gracioso	Es bueno saberlo.
Soy súper graciosa	Es bueno saberlo.
Soy de lo más bromista	Es bueno saberlo.
Soy de lo más cachondo	Es bueno saberlo.
Estoy de mofa	Es bueno saberlo.
Soy de lo más cachondo mental	Es bueno saberlo.
Soy súper cachonda	Es bueno saberlo.
Soy de lo más gracioso	Es bueno saberlo.
Soy de lo más graciosa	Es bueno saberlo.
Estoy de broma	Es bueno saberlo.
Estoy de cachondeo	Es bueno saberlo.
Estoy de risas	Es bueno saberlo.
Estoy bromeando	Es bueno saberlo.
Estoy haciendo la gracia	Es bueno saberlo.
Soy de lo más cachonda	Es bueno saberlo.
Estoy muy gracioso hoy	Es bueno saberlo.
Estoy graciosa hoy	Es bueno saberlo.
Estoy vacilona	Es bueno saberlo.
Estoy vacilona hoy	Es bueno saberlo.
Estoy ganso	Es bueno saberlo.
Estoy ganso hoy	Es bueno saberlo.
Estoy gansa	Es bueno saberlo.
Pretendía que fuera una inocentada	Es bueno saberlo.
Estoy muy gracioso	Es bueno saberlo.
Estoy guasón	Es bueno saberlo.
Estoy muy bromista hoy	Es bueno saberlo.
Estoy muy cómico	Es bueno saberlo.
Estoy muy cómico hoy	Es bueno saberlo.
Estoy muy divertido	Es bueno saberlo.
Estoy muy divertido hoy	Es bueno saberlo.
Estoy gansa hoy	Es bueno saberlo.
Estoy gracioso hoy	Es bueno saberlo.
Ha sido una tontería	Es bueno saberlo.
Pretendía que fuera un pitorreo	Es bueno saberlo.
Pretendía que fuera una ganasada	Es bueno saberlo.
Pretendía que fuera una gracia	Es bueno saberlo.
Soy un vacilón	Es bueno saberlo.
Soy una vacilona	Es bueno saberlo.
Estoy graciosa	Es bueno saberlo.
Estoy gracioso	Es bueno saberlo.
Estoy guasón hoy	Es bueno saberlo.
Estoy bromista	Es bueno saberlo.
Estoy bromista hoy	Es bueno saberlo.
Estoy cómico	Es bueno saberlo.
Estoy cómico hoy	Es bueno saberlo.
Estoy divertido	Es bueno saberlo.
Estoy divertido hoy	Es bueno saberlo.
Estoy muy graciosa	Es bueno saberlo.
Soy un bufón	Es bueno saberlo.
Estoy de lo más gracioso	Es bueno saberlo.
Estoy muy guasón	Es bueno saberlo.
Estoy súper vacilona	Es bueno saberlo.
Estoy súper vacilona hoy	Es bueno saberlo.
Estoy súper ganso	Es bueno saberlo.
Estoy súper ganso hoy	Es bueno saberlo.
Estoy súper guasón hoy	Es bueno saberlo.
Estoy súper gansa hoy	Es bueno saberlo.
Estoy súper guasón	Es bueno saberlo.
Estoy de lo más gracioso hoy	Es bueno saberlo.
Era una broma	Es bueno saberlo.
Estoy vacilón	Es bueno saberlo.
Estoy vacilón hoy	Es bueno saberlo.
Estoy muy vacilón	Es bueno saberlo.
Estoy muy vacilón hoy	Es bueno saberlo.
Estoy súper vacilón	Es bueno saberlo.
Estoy súper gansa	Es bueno saberlo.
Estoy súper gracioso	Es bueno saberlo.
Pretendía que fuera una trastada	Es bueno saberlo.
Estoy muy graciosa hoy	Es bueno saberlo.
Estoy muy vacilona	Es bueno saberlo.
Estoy muy ganso	Es bueno saberlo.
Estoy muy ganso hoy	Es bueno saberlo.
Estoy súper graciosa	Es bueno saberlo.
Estoy muy gansa hoy	Es bueno saberlo.
Estoy muy guasón hoy	Es bueno saberlo.
Estoy súper gracioso hoy	Es bueno saberlo.
Estoy súper bromista	Es bueno saberlo.
Estoy súper bromista hoy	Es bueno saberlo.
Estoy súper cómico	Es bueno saberlo.
Estoy súper cómico hoy	Es bueno saberlo.
Estoy súper divertido	Es bueno saberlo.
Estoy súper divertido hoy	Es bueno saberlo.
Estoy muy gansa	Es bueno saberlo.
Es una ganasada	Es bueno saberlo.
Es cómico	Es bueno saberlo.
Es divertido	Es bueno saberlo.
Es una guasa	Es bueno saberlo.
Es un vacile	Es bueno saberlo.
Es una trastada	Es bueno saberlo.
Es una inocentada	Es bueno saberlo.
Pretendía que fuera una vacilada	Es bueno saberlo.
Es un pitorreo	Es bueno saberlo.
Es una gracia	Es bueno saberlo.
Era un chiste	Es bueno saberlo.
Era una tontería	Es bueno saberlo.
Era una mofa	Es bueno saberlo.
Era una bufonada	Es bueno saberlo.
Era gracioso	Es bueno saberlo.
Es una vacilada	Es bueno saberlo.
Ha sido una vacilada	Es bueno saberlo.
Ha sido una broma	Es bueno saberlo.
Ha sido gracioso	Es bueno saberlo.
Ha sido cómico	Es bueno saberlo.
Ha sido divertido	Es bueno saberlo.
Ha sido una guasa	Es bueno saberlo.
Ha sido un vacile	Es bueno saberlo.
Es gracioso	Es bueno saberlo.
Ha sido una inocentada	Es bueno saberlo.
Es una broma	Es bueno saberlo.
Ha sido un pitorreo	Es bueno saberlo.
Ha sido una gracia	Es bueno saberlo.
Es un chiste	Es bueno saberlo.
Es una tontería	Es bueno saberlo.
Es una mofa	Es bueno saberlo.
Era una guasa	Es bueno saberlo.
Ha sido una trastada	Es bueno saberlo.
Pretendía que fuera una mofa	Es bueno saberlo.
Era cómico	Es bueno saberlo.
Pretendía ser una inocentada	Es bueno saberlo.
Pretendía ser una vacilada	Es bueno saberlo.
Pretendía ser un pitorreo	Es bueno saberlo.
Pretendía ser una ganasada	Es bueno saberlo.
Pretendía ser una gracia	Es bueno saberlo.
Pretendía ser un vacile	Es bueno saberlo.
Pretendía que fuera una tontería	Es bueno saberlo.
Pretendía ser una guasa	Es bueno saberlo.
Pretendía que fuera una bufonada	Es bueno saberlo.
Pretendía que fuera una broma	Es bueno saberlo.
Pretendía que fuera gracioso	Es bueno saberlo.
Pretendía que fuera cómico	Es bueno saberlo.
Pretendía que fuera divertido	Es bueno saberlo.
Pretendía que fuera una guasa	Es bueno saberlo.
Pretendía que fuera un vacile	Es bueno saberlo.
Pretendía que fuera un chiste	Es bueno saberlo.
Pretendía ser un chiste	Es bueno saberlo.
Estoy súper vacilón hoy	Es bueno saberlo.
Era un vacile	Es bueno saberlo.
Era una trastada	Es bueno saberlo.
Era una inocentada	Es bueno saberlo.
Era una vacilada	Es bueno saberlo.
Era un pitorreo	Es bueno saberlo.
Pretendía ser una trastada	Es bueno saberlo.
Era una gracia	Es bueno saberlo.
Era divertido	Es bueno saberlo.
Pretendía ser una tontería	Es bueno saberlo.
Pretendía ser una mofa	Es bueno saberlo.
Pretendía ser una bufonada	Es bueno saberlo.
Pretendía ser una broma	Es bueno saberlo.
Pretendía ser gracioso	Es bueno saberlo.
Pretendía ser cómico	Es bueno saberlo.
Pretendía ser divertido	Es bueno saberlo.
Era una ganasada	Es bueno saberlo.
No le gusto a nadie	Te mando un gran abrazo virtual.
No tengo amigas	Te mando un gran abrazo virtual.
Caigo mal a todo el mundo	Te mando un gran abrazo virtual.
Me siento sola	Te mando un gran abrazo virtual.
Creo que voy a morir sola	Te mando un gran abrazo virtual.
Nadie quiere hablar conmigo	Te mando un gran abrazo virtual.
Me cuesta hacer amigos	Te mando un gran abrazo virtual.
Me siento tan aislada	Te mando un gran abrazo virtual.
Estoy triste	Te mando un gran abrazo virtual.
Soy un chico solitario	Te mando un gran abrazo virtual.
No le caigo bien a nadie	Te mando un gran abrazo virtual.
¿Por qué caigo tan mal a todo el mundo?	Te mando un gran abrazo virtual.
¿Por qué caigo mal a todo el mundo?	Te mando un gran abrazo virtual.
¿Por qué caigo tan mal?	Te mando un gran abrazo virtual.
Suelo caer mal	Te mando un gran abrazo virtual.
Le caigo mal a todo el mundo	Te mando un gran abrazo virtual.
Me siento tan sola	Te mando un gran abrazo virtual.
No suelo caer bien	Te mando un gran abrazo virtual.
No caigo bien a nadie	Te mando un gran abrazo virtual.
No caigo bien	Te mando un gran abrazo virtual.
Me siento tan abandonada	Te mando un gran abrazo virtual.
Me siento tan abandonado	Te mando un gran abrazo virtual.
Me siento an aislado	Te mando un gran abrazo virtual.
Quiero llorar	Te mando un gran abrazo virtual.
Caigo mal	Te mando un gran abrazo virtual.
Estoy sola en el mundo	Te mando un gran abrazo virtual.
Me siento solo	Te mando un gran abrazo virtual.
Creo que voy a morir solo	Te mando un gran abrazo virtual.
Pienso que voy a morir sola	Te mando un gran abrazo virtual.
Moriré sola	Te mando un gran abrazo virtual.
Moriré solo	Te mando un gran abrazo virtual.
Voy a morir sola	Te mando un gran abrazo virtual.
Voy a morir solo	Te mando un gran abrazo virtual.
Soy un niño solitario	Te mando un gran abrazo virtual.
Estoy solo para siempre	Te mando un gran abrazo virtual.
Soy una niña solitaria	Te mando un gran abrazo virtual.
Estoy solo en el mundo	Te mando un gran abrazo virtual.
Soy una chavala solitaria	Te mando un gran abrazo virtual.
Soy  un chaval solitario	Te mando un gran abrazo virtual.
Soy una mujer solitaria	Te mando un gran abrazo virtual.
Soy un hombre solitario	Te mando un gran abrazo virtual.
Soy una chica solitaria	Te mando un gran abrazo virtual.
Me siento tremendamente sola	Te mando un gran abrazo virtual.
Estoy sola para siempre	Te mando un gran abrazo virtual.
Todo el mundo me odia	Te mando un gran abrazo virtual.
No tengo ninguna buena amiga	Te mando un gran abrazo virtual.
No tengo buenas amigas	Te mando un gran abrazo virtual.
No tengo ningún amigo bueno	Te mando un gran abrazo virtual.
No tengo buenos amigos	Te mando un gran abrazo virtual.
El mundo entero me odia	Te mando un gran abrazo virtual.
Toda la gente me odia	Te mando un gran abrazo virtual.
Me siento tan solo	Te mando un gran abrazo virtual.
Me odian	Te mando un gran abrazo virtual.
No tengo ni un solo amigo	Te mando un gran abrazo virtual.
No tengo amigos	Te mando un gran abrazo virtual.
Creo que estoy solo	Te mando un gran abrazo virtual.
Creo que estoy sola	Te mando un gran abrazo virtual.
Estoy sola	Te mando un gran abrazo virtual.
Estoy solo	Te mando un gran abrazo virtual.
Todos me odian	Te mando un gran abrazo virtual.
Me siento solitaria	Te mando un gran abrazo virtual.
Me siento tremendamente solo	Te mando un gran abrazo virtual.
Me siento muy sola	Te mando un gran abrazo virtual.
Me siento muy solo	Te mando un gran abrazo virtual.
Estoy aislada	Te mando un gran abrazo virtual.
Estoy aislado	Te mando un gran abrazo virtual.
Me siento aislada	Te mando un gran abrazo virtual.
Me siento aislado	Te mando un gran abrazo virtual.
No tengo ni un amigo	Te mando un gran abrazo virtual.
No sé cómo hacer amigas	Te mando un gran abrazo virtual.
No tengo ni una amiga	Te mando un gran abrazo virtual.
Me siento solitario	Te mando un gran abrazo virtual.
Me faltan amigas	Te mando un gran abrazo virtual.
Carezco de amigas	Te mando un gran abrazo virtual.
Me faltan amigos	Te mando un gran abrazo virtual.
Carezco de amigos	Te mando un gran abrazo virtual.
No tengo ni una sola amiga	Te mando un gran abrazo virtual.
Siento ganas de llorar	Te mando un gran abrazo virtual.
No sé cómo hacer amigos	Te mando un gran abrazo virtual.
Qué difícil es hacer amigas	Te mando un gran abrazo virtual.
Nadie se acuerda de mí	Te mando un gran abrazo virtual.
Nadie piensa en mí	Te mando un gran abrazo virtual.
Los chicos no quieren salir conmigo	Te mando un gran abrazo virtual.
Las chicas no quieren salir conmigo	Te mando un gran abrazo virtual.
Las niñas no quieren jugar conmigo	Te mando un gran abrazo virtual.
Los niños no quieren jugar conmigo	Te mando un gran abrazo virtual.
¿Por qué no tengo amigas?	Te mando un gran abrazo virtual.
No tengo a nadie con quién hablar	Te mando un gran abrazo virtual.
Qué difícil es hacer amigos	Te mando un gran abrazo virtual.
Dime porqué no tengo amigas	Te mando un gran abrazo virtual.
Dime porqué no tengo amigos	Te mando un gran abrazo virtual.
Me he quedado sin amigas	Te mando un gran abrazo virtual.
Me he quedado sin amigos	Te mando un gran abrazo virtual.
¿Por qué me he quedado sin amigas?	Te mando un gran abrazo virtual.
Tengo ganas de llorar	Te mando un gran abrazo virtual.
Me cuesta hacer amigos nuevos	Te mando un gran abrazo virtual.
Ojalá encontrara un amigo	Te mando un gran abrazo virtual.
No sé hacer amigas	Te mando un gran abrazo virtual.
No sé hacer amigos	Te mando un gran abrazo virtual.
A nadie le gusto	Te mando un gran abrazo virtual.
Me siento más sola que la una	Te mando un gran abrazo virtual.
Estoy más sola que la una	Te mando un gran abrazo virtual.
Nadie se preocupa por mí	Te mando un gran abrazo virtual.
Estoy más solo que la una	Te mando un gran abrazo virtual.
No tengo a nadie	Te mando un gran abrazo virtual.
Ojalá encontrara una amiga	Te mando un gran abrazo virtual.
Ojalá alguien quisiera ser mi amigo	Te mando un gran abrazo virtual.
Ojalá alguien quisiera ser mi amiga	Te mando un gran abrazo virtual.
No puedo confiar en nadie	Te mando un gran abrazo virtual.
No puedo hablar con nadie	Te mando un gran abrazo virtual.
No tengo a nadie en quién confiar	Te mando un gran abrazo virtual.
¿Por qué no tengo amigos?	Te mando un gran abrazo virtual.
Me siento más solo que la una	Te mando un gran abrazo virtual.
Estoy tristísimo	Te mando un gran abrazo virtual.
A nadie le importo	Te mando un gran abrazo virtual.
Nadie quiere pasar tiempo conmigo	Te mando un gran abrazo virtual.
Nadie quiere jugar conmigo	Te mando un gran abrazo virtual.
Nadie quiere salir conmigo	Te mando un gran abrazo virtual.
Nadie quiere estar conmigo	Te mando un gran abrazo virtual.
A nadie le importo un pepino	Te mando un gran abrazo virtual.
¿Por qué me he quedado sin amigos?	Te mando un gran abrazo virtual.
No le importa nada a nadie	Te mando un gran abrazo virtual.
Nadie quiere estar cerca de mí	Te mando un gran abrazo virtual.
Estoy tristísima	Te mando un gran abrazo virtual.
